-5.50,-1.80,-5.01
-3.06,-1.83,-5.71
-0.41,-2.77,-5.45
2.12,-3.62,-3.76
4.24,-4.64,-3.17
4.63,-5.24,-2.71
4.15,-5.29,0.18
3.00,-6.23,1.80
1.26,-6.37,1.48
0.18,-6.17,2.84
0.12,-6.25,4.12
1.90,-6.51,3.82
4.22,-6.54,5.16
5.45,-6.36,7.82
3.50,-6.44,10.65
1.67,-6.74,11.59
0.93,-6.89,12.38
0.79,-7.14,13.50
1.11,-6.96,13.05
1.18,-6.94,10.95
1.17,-6.65,10.36
0.80,-6.17,11.32
-0.65,-6.03,11.48
-1.78,-6.10,10.26
-2.23,-6.28,9.80
-2.12,-6.35,9.82
-0.88,-6.64,8.69
1.09,-6.76,8.60
2.24,-6.49,9.06
2.35,-6.38,8.55
2.38,-5.97,8.22
1.83,-5.57,7.77
0.91,-5.12,7.30
-0.08,-4.89,7.13
-0.97,-4.92,7.25
-0.79,-5.23,7.36
1.16,-5.82,7.17
3.35,-5.39,7.21
4.19,-4.63,8.71
3.50,-4.82,7.52
2.04,-4.21,6.05
-0.29,-3.94,5.63
-3.08,-3.98,4.83
-3.67,-4.16,3.80
-1.72,-4.29,4.17
-0.38,-4.33,4.44
-0.59,-4.42,3.93
-1.30,-4.35,3.50
-2.14,-3.96,2.89
-3.29,-3.75,1.45
-4.47,-3.33,0.02
-5.29,-2.75,-0.69
-6.38,-2.27,-0.79
-7.72,-1.67,-0.81
-8.87,-1.09,-0.45
-9.60,-0.80,0.40
-10.07,-0.92,1.16
-9.97,-1.44,1.87
-8.83,-1.80,2.51
-7.52,-1.87,1.74
-5.84,-1.82,-0.08
-3.79,-1.41,0.04
-4.19,-1.02,2.32
-6.46,-0.86,4.27
-7.72,-0.87,5.89
-8.03,-0.98,8.20
-7.29,-1.92,10.01
-5.65,-2.49,11.22
-5.04,-2.73,11.87
-5.15,-2.49,10.89
-4.31,-1.54,9.03
-4.29,-0.87,8.88
-5.91,-0.27,9.87
-7.75,0.43,10.81
-9.23,1.00,10.44
-10.09,1.16,8.94
-9.92,0.95,6.55
-8.14,1.30,3.82
-6.44,1.92,2.57
-5.08,1.19,-4.24
-6.09,3.48,-3.63
-5.24,4.24,-3.15
-4.73,5.80,-0.76
-5.02,6.72,3.70
-4.28,6.21,6.12
-3.00,5.25,4.01
-1.49,4.30,1.10
1.92,3.94,-2.22
4.59,4.33,-5.00
5.47,6.29,-6.62
5.05,9.80,-5.74
3.68,13.99,-0.85
1.45,17.90,7.78
-1.81,19.80,17.45
-2.10,19.21,22.41
1.19,18.28,25.14
9.05,16.01,27.91
17.61,12.59,29.58
21.92,12.14,31.37
19.35,13.12,32.27
8.76,14.29,34.09
