-4.69,-6.72,-1.34
-3.61,-6.14,-1.22
-2.95,-5.84,-1.79
-2.46,-5.48,-2.63
-2.29,-5.30,-3.48
-2.21,-5.20,-4.41
-2.21,-4.99,-5.12
-2.04,-4.50,-5.50
-1.77,-3.86,-5.97
-1.32,-3.24,-6.50
-0.99,-2.85,-6.85
-0.46,-2.05,-6.76
-0.29,-1.18,-5.90
-0.02,-0.58,-4.67
-0.32,-0.25,-3.38
-0.50,-0.02,-3.16
-0.62,0.69,-3.18
-0.85,1.48,-3.44
-1.26,2.40,-3.63
-1.38,3.56,-4.34
-0.75,5.34,-7.95
0.06,7.29,-8.37
2.08,9.49,-9.70
4.39,12.89,-9.75
6.03,16.45,-9.40
7.42,20.28,-8.55
4.70,24.17,-4.17
0.11,28.39,1.29
-5.33,32.24,6.77
-17.03,33.04,18.35
-23.46,30.92,26.71
-28.70,25.43,35.32
-30.07,20.17,38.16
-30.75,14.88,38.15
-32.35,8.80,38.37
-32.98,4.23,37.34
-31.77,2.43,34.09
-29.19,2.06,29.36
-25.47,2.65,24.70
-21.15,3.68,20.09
-17.73,4.02,15.75
-15.65,3.93,12.25
-14.26,3.80,9.09
-13.79,3.45,8.22
-13.97,2.92,9.56
-14.50,2.16,12.19
-15.45,1.01,14.54
-16.56,0.32,16.54
-16.84,0.43,17.46
-16.42,1.20,17.31
-15.70,2.36,17.30
-15.41,3.04,17.42
-15.53,3.11,17.43
-15.62,3.10,17.14
-15.34,3.40,17.29
-14.99,4.01,18.16
-14.41,4.38,18.99
-13.70,4.94,19.62
-12.72,5.26,19.11
-11.72,5.35,17.93
-10.86,5.26,16.07
-10.35,4.70,14.30
-10.39,4.13,13.14
-10.56,3.76,12.57
-10.10,3.86,11.55
-8.95,4.48,10.84
-7.16,5.24,10.33
-5.12,5.91,9.42
-3.16,6.28,7.96
-1.35,6.35,6.89
-0.15,6.12,5.62
0.42,5.57,3.67
0.70,4.85,2.16
0.74,4.06,1.36
0.46,3.10,0.41
0.07,2.15,-0.25
-0.19,1.58,-0.20
0.22,1.32,0.02
0.90,1.16,-0.02
1.62,0.94,-0.41
2.22,0.79,-0.61
2.67,0.49,-0.43
2.45,-0.18,-0.05
1.89,-0.90,0.35
1.03,-1.85,1.06
0.75,-2.70,1.25
0.39,-3.30,1.70
0.11,-3.82,2.48
0.06,-4.06,3.42
0.18,-3.96,4.58
0.63,-3.95,5.86
0.88,-4.22,7.17
0.99,-4.40,8.44
0.91,-4.52,9.64
0.74,-4.42,10.77
1.07,-4.24,12.06
1.46,-3.99,13.31
1.47,-4.06,14.70
1.09,-4.33,15.65
0.50,-4.75,16.22
0.03,-5.18,16.75
