-4.18,7.97,13.95
-4.26,8.00,14.21
-4.51,7.90,14.28
-4.66,7.74,13.98
-4.62,7.89,13.62
-4.32,8.02,13.42
-3.93,8.21,13.43
-3.78,8.43,13.77
-3.81,8.50,14.44
-3.90,8.30,15.33
-3.79,8.12,15.81
-3.37,8.24,15.56
-2.91,8.54,14.71
-2.19,8.59,13.50
-1.35,8.33,12.25
-0.74,7.93,11.35
-0.57,7.54,10.89
-0.79,7.18,10.62
-0.92,6.60,10.20
-0.98,5.70,9.52
-1.18,4.90,8.56
-1.13,4.22,6.93
-1.04,3.24,4.77
-0.76,2.32,2.54
-0.32,1.19,0.85
-0.30,1.20,0.96
-0.80,0.53,2.00
-1.34,-0.71,2.52
-1.65,-0.92,2.15
-1.27,-1.66,0.71
-0.35,-2.59,-0.76
0.80,-3.17,-1.57
2.59,-3.49,-2.23
4.40,-3.89,-2.33
6.08,-3.82,-1.83
7.65,-3.72,-1.10
8.92,-3.60,0.05
9.63,-3.41,1.62
10.08,-3.21,3.08
10.22,-2.90,4.46
10.27,-2.49,5.79
10.36,-1.98,7.11
9.94,-1.32,8.65
9.23,-0.52,10.10
8.24,0.24,11.44
7.21,0.91,12.56
6.26,1.38,13.54
5.31,1.70,14.56
4.44,1.88,15.47
3.94,1.95,15.78
3.36,1.92,15.50
2.80,1.77,14.26
1.23,1.66,12.84
-1.07,0.96,11.52
-3.79,0.28,10.36
-6.61,-0.47,9.41
-9.22,-1.38,8.59
-11.48,-2.03,7.77
-13.20,-2.52,6.90
-15.15,-3.13,6.54
-16.50,-4.00,6.11
-16.94,-4.45,5.54
-16.00,-4.72,4.74
-14.20,-4.70,4.32
-11.65,-4.36,4.34
-9.00,-3.97,4.50
-6.67,-3.59,4.68
-4.98,-3.31,4.76
-3.91,-3.20,4.89
-3.27,-3.13,4.91
-2.95,-3.35,4.72
-2.92,-3.30,4.29
-3.61,-3.34,4.01
-4.46,-3.44,3.36
-5.42,-3.74,2.56
-6.04,-3.86,1.66
-6.27,-3.91,0.89
-6.05,-3.75,0.14
-5.37,-3.41,-0.63
-4.43,-2.97,-1.23
-3.60,-2.22,-1.45
-3.00,-1.58,-1.42
-2.65,-0.96,-1.12
-2.68,-0.58,-0.65
-2.87,-0.29,-0.21
-2.94,0.04,-0.08
-3.09,0.30,0.02
-3.12,0.83,-0.17
-3.03,1.69,-0.56
-2.87,3.12,-0.85
-2.89,4.65,-0.92
-3.14,6.31,-0.52
-3.19,8.30,0.30
-3.34,10.41,2.00
-4.12,12.21,4.84
-4.31,14.35,7.41
-5.13,15.90,11.24
-5.85,17.03,15.29
-6.39,17.78,19.50
-6.71,18.11,23.43
-6.77,17.76,26.54
