2.95,19.43,13.58
0.28,20.22,16.77
-1.64,19.18,16.79
-4.15,19.62,19.83
-3.48,19.09,22.59
0.44,17.79,26.32
4.45,15.84,30.14
6.42,13.75,30.79
5.81,12.31,28.87
3.52,11.52,25.74
0.68,11.17,22.15
-2.39,10.87,19.05
-5.02,10.61,16.93
-6.45,10.23,15.85
-6.42,9.87,15.65
-5.64,9.76,16.09
-4.02,9.53,16.65
-1.48,9.18,17.58
1.20,8.67,17.66
2.98,8.24,17.45
4.20,7.84,16.84
4.86,7.53,16.19
4.81,7.52,15.86
4.12,7.69,15.66
2.84,8.09,14.85
1.26,8.49,14.03
0.00,8.95,13.64
-1.25,9.35,13.24
-2.29,9.55,12.84
-1.97,9.84,13.61
-0.79,10.20,15.43
-0.08,10.60,17.48
-0.32,10.99,18.51
-1.33,11.38,18.20
-2.08,11.90,17.71
-2.31,12.53,17.66
-2.01,13.44,18.43
-2.40,13.93,19.59
-4.07,13.49,18.93
-6.24,12.72,16.62
-7.16,11.72,13.59
-6.96,10.68,11.72
-5.08,10.27,10.52
-3.07,9.88,10.04
-1.82,9.32,9.54
-0.44,8.84,8.78
-0.30,8.07,8.47
-0.70,6.84,7.60
-1.06,5.82,6.72
-1.23,4.93,5.83
-0.95,4.04,4.90
-0.00,3.37,3.42
0.87,2.84,2.00
1.09,2.09,1.18
1.57,1.50,0.62
2.23,1.12,-0.14
2.79,0.56,-0.72
3.44,-0.46,-1.50
2.79,-1.19,-0.83
2.78,-1.75,-1.26
2.09,-1.88,-0.87
1.49,-2.86,-2.07
1.45,-3.20,-2.32
0.83,-3.77,-2.42
0.25,-3.99,-1.83
0.03,-4.02,-0.47
-0.19,-4.24,1.05
-0.06,-4.42,2.44
0.00,-4.65,3.34
-0.02,-4.96,3.57
-0.57,-5.26,3.56
-1.00,-5.47,3.79
-0.96,-5.71,4.39
-0.53,-5.92,5.00
-0.25,-6.18,5.44
0.54,-6.46,6.20
1.57,-6.83,7.24
2.32,-7.08,8.25
2.45,-7.20,9.22
2.17,-7.34,9.77
1.70,-7.42,9.89
1.00,-7.37,9.74
0.42,-7.35,9.48
0.20,-7.34,9.55
0.44,-7.47,10.11
0.95,-7.62,10.84
1.23,-7.77,11.05
0.82,-7.75,10.64
0.25,-7.64,10.13
-0.23,-7.58,9.29
-0.61,-7.45,8.40
-1.04,-7.20,7.65
-1.96,-7.02,7.64
-2.45,-7.08,7.17
-1.86,-6.80,7.88
-0.74,-7.08,7.97
0.15,-6.91,8.40
0.32,-6.76,8.39
0.05,-6.44,7.50
-1.00,-5.98,7.50
-1.49,-5.74,4.94
