-23.21,8.77,11.97
-21.59,8.61,11.28
-19.31,8.27,9.55
-16.32,7.93,7.53
-12.96,7.70,6.21
-9.90,7.84,6.16
-6.32,7.92,6.28
-2.62,7.83,7.02
1.00,7.60,8.23
4.03,7.05,8.87
6.82,6.25,8.06
8.43,5.03,6.32
9.83,4.14,4.06
11.82,3.56,1.36
13.76,3.47,-0.16
15.92,3.55,0.31
18.27,3.67,2.51
19.26,3.88,6.20
20.51,3.98,9.75
21.33,4.09,12.14
21.92,4.22,13.98
21.69,4.19,15.22
21.08,4.18,14.79
20.19,4.12,12.90
18.54,4.10,11.06
16.17,4.17,9.44
13.58,4.42,8.54
11.46,4.77,8.57
9.95,5.29,9.21
8.62,5.76,9.97
7.25,6.15,9.98
5.96,6.46,8.79
4.90,7.08,7.79
3.24,7.57,8.32
0.59,7.98,8.74
-3.43,8.05,9.16
-6.05,8.14,8.49
-8.66,8.01,7.88
-10.78,7.76,8.11
-13.00,7.59,9.20
-14.04,7.45,8.95
-14.50,7.02,9.03
-14.29,6.76,9.82
-14.23,6.67,10.38
-14.76,6.64,10.10
-16.38,6.50,9.21
-17.98,6.56,8.17
-20.76,6.77,7.63
-24.57,6.72,7.47
-27.06,6.64,7.68
-27.30,6.79,8.60
-25.72,7.17,9.77
-23.18,7.48,10.06
-20.56,7.79,9.36
-18.44,7.96,7.74
-16.79,8.12,6.06
-15.41,8.51,4.68
-13.73,8.96,3.84
-11.08,9.50,3.64
-8.26,10.18,4.68
-5.31,10.59,6.57
-2.60,10.88,7.65
-0.26,10.86,6.47
2.12,10.81,4.85
4.88,11.20,4.27
7.68,11.89,5.26
9.39,12.45,8.28
10.04,12.75,11.98
10.66,13.21,15.73
11.54,13.72,18.99
12.63,14.37,21.71
13.36,14.75,25.12
13.04,14.64,29.05
12.16,13.80,31.90
11.30,12.58,32.61
11.16,11.27,30.41
11.21,10.12,26.28
11.19,9.45,22.06
10.17,8.88,19.36
9.86,8.49,17.34
7.67,7.88,18.13
6.03,7.57,18.83
5.09,7.69,18.52
4.28,7.85,17.34
3.05,7.64,15.39
1.67,6.95,13.13
1.29,6.19,10.59
1.88,5.64,8.76
2.89,5.52,7.65
3.41,5.51,6.51
3.04,5.51,5.06
2.04,5.54,3.51
0.53,5.67,2.03
-1.50,5.65,0.49
-4.34,5.51,-0.50
-7.71,5.30,-0.42
-10.58,5.03,0.37
-12.55,4.92,2.06
-13.45,4.95,3.41
-14.07,4.80,4.01
-14.83,4.70,4.07
