0.72,-4.61,9.39
-0.01,-4.97,9.42
0.36,-4.70,9.62
0.85,-4.02,10.23
1.33,-3.15,10.46
1.67,-2.23,9.00
1.45,-2.33,9.01
1.23,-2.41,9.70
2.44,-1.20,10.76
4.51,0.79,10.42
5.34,1.47,10.18
5.73,0.74,12.19
5.11,0.35,11.26
3.06,-1.33,9.01
-0.53,-4.24,8.91
-3.30,-7.24,11.56
-5.39,-8.30,10.80
-6.42,-9.54,8.96
-6.31,-9.15,8.62
-4.51,-5.68,6.24
0.38,-1.38,4.84
3.88,1.80,7.36
6.27,3.67,10.30
7.61,4.49,11.21
6.81,3.31,11.74
5.33,1.31,12.06
3.90,-0.12,11.42
2.54,-1.39,10.38
1.48,-2.00,9.45
-0.25,-3.45,9.20
-1.88,-6.52,13.48
-0.13,-5.33,12.78
2.65,-3.45,12.71
4.98,-1.76,13.59
5.82,-1.32,13.92
5.12,-2.04,14.18
4.53,-2.48,13.28
4.09,-2.63,11.88
4.02,-3.10,12.31
4.99,-2.55,12.26
5.82,-1.94,11.37
5.35,-1.97,11.35
5.05,-2.19,11.52
4.80,-2.24,11.50
4.92,-1.43,10.47
5.23,-0.93,10.29
5.33,-1.13,10.75
5.49,-1.05,10.72
3.46,-0.36,12.84
4.41,-1.07,10.84
4.01,-2.67,8.43
1.31,-3.38,9.07
2.07,-3.68,8.34
0.05,-6.65,8.00
-1.57,-6.10,7.68
-1.85,-5.51,6.34
-0.80,-5.41,5.64
2.00,-3.78,7.11
4.27,-2.46,7.34
5.76,-1.26,8.09
6.63,-1.35,6.77
6.25,-1.70,7.12
6.21,-1.17,7.37
5.43,-2.92,7.95
4.20,-3.67,8.51
3.64,-3.35,7.84
2.77,-3.60,7.64
2.96,-3.47,7.67
3.96,-2.74,8.17
5.13,-2.22,8.70
5.82,-2.00,8.33
6.71,-0.21,7.01
5.58,-1.13,6.69
3.40,-2.09,9.35
2.55,-2.74,9.54
1.66,-3.30,8.85
1.50,-2.81,9.53
0.98,-3.06,11.77
0.60,-3.03,10.78
0.61,-2.92,10.51
0.82,-3.23,10.87
2.19,-2.09,10.44
2.50,-1.51,9.92
1.47,-2.68,10.69
0.70,-3.66,11.03
-0.74,-4.24,9.25
-1.20,-3.62,9.00
-1.13,-3.40,9.76
-0.07,-3.01,10.07
-0.27,-2.94,13.09
1.38,-3.84,14.30
0.41,-3.82,14.86
-0.26,-3.92,13.82
0.95,-2.49,12.47
4.70,-1.75,7.76
6.23,-2.55,7.23
6.93,-3.37,8.77
3.83,-4.51,12.44
0.57,-5.29,15.12
-0.45,-4.72,15.46
1.24,-3.55,13.18
