-33.95,12.10,10.53
-33.34,11.94,8.32
-29.04,11.88,6.07
-23.06,12.47,5.87
-18.06,12.90,7.16
-14.84,12.94,8.78
-13.29,12.99,10.62
-12.94,12.95,11.33
-12.69,13.13,10.40
-11.29,13.30,8.96
-8.31,13.61,7.51
-4.77,14.20,5.96
-0.45,14.68,4.02
4.05,14.54,3.45
8.49,14.21,5.17
11.89,13.80,8.17
13.76,13.35,11.90
14.99,12.74,14.79
15.54,11.99,16.58
16.08,11.11,17.40
16.70,10.23,17.40
16.79,9.63,17.61
16.31,9.04,18.91
15.37,8.29,21.29
14.64,7.43,23.03
14.01,6.57,22.33
13.00,5.67,19.26
11.91,4.72,15.69
10.88,4.19,14.13
9.99,4.23,14.83
8.89,4.28,16.56
7.41,4.40,18.51
6.05,4.77,19.12
4.62,5.08,18.86
3.21,5.19,18.62
0.73,5.14,18.90
-0.17,4.90,17.75
-0.83,4.56,16.97
-1.30,4.47,16.53
-1.87,4.48,15.67
-2.25,4.56,14.30
-2.60,4.66,13.08
-3.00,4.75,11.72
-3.36,4.64,10.06
-3.49,4.41,8.79
-3.18,3.99,7.76
-2.66,3.64,6.75
-2.22,3.44,5.98
-1.64,3.25,5.20
-1.10,3.14,4.46
-0.85,3.10,3.73
-1.26,3.22,3.34
-1.80,3.32,2.56
-2.62,3.39,1.68
-4.25,3.82,1.26
-6.92,4.24,1.32
-10.01,4.40,1.34
-12.78,4.45,2.31
-14.95,4.98,4.09
-16.60,5.47,5.43
-18.51,6.21,6.69
-20.92,6.77,8.05
-23.49,7.39,9.72
-25.36,7.95,11.22
-26.14,8.33,12.17
-24.71,8.56,11.78
-20.81,8.93,9.66
-18.14,8.71,7.76
-15.50,8.31,5.89
-12.92,7.93,4.54
-9.85,7.60,3.79
-6.22,7.32,3.36
-2.45,6.87,2.67
0.99,6.10,2.07
3.86,5.42,2.57
6.75,4.56,3.25
9.99,3.81,3.54
12.65,3.25,4.06
14.78,2.93,4.73
16.85,2.82,6.52
18.31,3.07,10.43
19.65,3.42,14.50
20.39,3.59,17.99
20.50,3.56,21.24
20.10,3.21,23.37
19.71,2.68,23.06
18.23,2.31,20.41
16.50,2.02,15.95
14.98,2.04,12.22
13.51,2.55,11.18
11.86,3.23,12.06
10.25,3.97,13.11
8.14,4.75,13.31
5.60,5.24,11.64
2.65,5.65,10.17
-0.65,6.10,9.37
-3.72,6.42,8.28
-7.39,6.59,8.53
-10.30,6.29,9.28
-10.65,5.90,8.23
-9.68,5.83,7.05
