-12.09,2.46,3.40
-10.58,2.32,2.75
-9.11,2.51,3.33
-8.05,2.71,5.55
-6.34,2.91,7.53
-3.81,3.24,8.80
-0.70,3.64,9.27
2.73,3.80,8.89
6.13,3.86,8.01
9.39,4.01,7.81
12.31,4.29,8.73
15.24,4.40,10.49
19.53,4.41,11.79
23.45,4.64,13.24
23.78,4.35,15.75
22.75,3.75,15.13
21.05,3.00,12.17
19.05,2.44,9.40
17.31,2.24,7.23
15.24,2.31,6.65
12.95,2.60,7.34
10.52,3.07,8.80
7.83,3.41,9.94
4.74,3.42,10.15
1.85,3.09,9.36
-0.54,2.83,8.23
-2.29,2.71,7.26
-8.35,2.87,11.05
-7.66,2.96,8.90
-8.31,3.38,8.80
-9.77,3.75,9.88
-11.51,3.99,10.85
-13.44,4.03,11.31
-15.83,3.99,11.82
-17.88,3.80,11.72
-19.22,3.43,10.97
-20.30,3.39,10.81
-20.19,3.46,10.29
-19.00,3.40,9.30
-17.40,3.44,8.47
-15.56,3.53,7.50
-13.60,3.59,6.37
-11.50,3.66,5.33
-9.39,3.99,4.92
-7.31,4.66,5.25
-5.12,5.37,6.26
-2.82,6.10,7.59
-0.38,6.75,8.36
1.77,7.36,9.01
3.81,7.93,9.88
5.98,8.41,11.06
7.97,8.84,13.06
9.67,9.13,15.19
10.23,9.29,17.63
10.21,9.27,19.56
9.82,9.09,20.68
9.40,8.64,20.90
8.91,8.03,20.52
8.55,7.26,19.76
8.33,6.29,18.70
7.84,5.33,17.97
7.40,4.46,17.10
7.12,3.57,15.92
6.57,2.59,14.83
6.20,1.62,13.28
5.67,0.50,11.67
4.94,-0.69,10.32
4.62,-1.77,8.77
4.42,-2.59,7.53
4.86,-3.12,6.05
5.59,-3.39,5.04
6.22,-3.40,5.39
7.08,-3.09,6.39
7.17,-2.58,7.93
6.16,-2.07,8.41
3.89,-1.81,7.31
0.93,-1.81,5.42
-2.45,-2.20,3.66
-5.02,-2.38,2.08
-7.05,-2.42,1.53
-8.95,-2.11,2.92
-9.38,-1.38,5.04
-9.04,-0.56,6.55
-9.41,0.19,6.60
-10.38,0.66,5.43
-11.77,1.19,4.63
-13.35,1.62,3.94
-15.40,2.16,4.38
-17.75,2.71,5.74
-19.52,3.28,7.46
-20.77,3.58,9.32
-20.95,3.82,10.04
-20.31,3.84,8.86
-19.48,3.87,7.52
-17.55,4.03,6.11
-14.38,4.16,4.31
-10.75,4.34,2.89
-6.76,4.31,1.78
-2.19,4.13,1.01
2.52,4.12,1.14
6.40,4.17,2.51
