11.37,16.43,9.79
6.86,18.33,9.39
1.46,19.19,7.37
-2.90,19.40,5.54
-6.17,19.37,7.68
-3.87,19.92,11.13
-2.05,21.95,14.25
-5.74,23.21,14.88
-12.30,22.73,13.19
-18.46,20.76,11.32
-22.32,18.06,10.34
-22.88,15.73,10.83
-21.50,14.51,12.05
-20.25,14.26,12.84
-17.94,13.83,12.53
-17.31,13.30,12.14
-19.53,12.45,10.82
-21.57,11.67,7.99
-22.98,10.27,4.95
-23.27,9.43,2.61
-22.80,8.02,3.48
-19.94,7.64,5.22
-18.43,7.44,7.05
-18.57,6.88,6.16
-19.13,6.62,5.08
-18.52,6.64,4.87
-17.93,6.70,4.33
-18.80,6.93,3.09
-19.56,5.87,-0.34
-20.51,6.19,-1.59
-20.09,6.57,-3.16
-19.97,7.35,-3.44
-20.22,8.02,-2.36
-22.63,8.85,-1.44
-24.95,9.78,-2.19
-26.15,11.09,-2.96
-26.53,12.58,-2.34
-27.21,14.72,-2.08
-27.56,16.85,-1.63
-27.01,19.62,0.10
-25.35,23.06,1.85
-22.98,27.25,3.30
-20.85,32.71,4.29
-19.38,37.83,5.72
-18.70,43.55,7.66
-16.84,50.28,10.50
-11.02,56.43,15.21
-2.96,59.43,19.01
5.36,57.97,20.87
14.80,52.80,22.36
21.10,45.49,22.60
23.94,38.08,22.27
25.31,32.30,21.35
28.90,28.24,14.17
28.21,25.17,10.81
26.10,22.95,9.65
24.54,21.14,8.91
22.08,19.66,8.98
18.38,18.55,9.18
14.01,17.45,8.74
10.43,16.34,8.11
8.24,15.36,7.55
8.34,14.30,7.90
10.85,13.43,8.81
12.78,12.59,9.79
13.09,11.86,10.13
12.23,11.57,10.09
11.11,11.53,10.10
9.60,11.42,10.43
7.47,11.28,10.72
4.68,11.05,10.75
1.81,10.70,10.32
-0.57,10.46,9.40
-2.38,10.28,8.67
-3.47,9.69,8.49
-6.34,8.82,11.54
-7.40,7.84,13.36
-7.12,7.12,13.61
-6.74,6.88,13.78
-5.91,6.81,13.15
-5.71,6.79,11.56
-6.35,6.91,9.64
-7.41,6.59,7.88
-8.70,5.90,6.75
-9.89,5.13,6.26
-10.65,4.47,6.06
-10.86,3.89,6.00
-10.83,3.16,6.22
-10.89,2.57,6.78
-10.14,2.86,7.13
-9.03,2.10,6.59
-8.60,2.15,6.06
-8.70,1.17,5.38
-8.70,0.74,4.47
-8.78,0.45,3.33
-9.17,-0.04,2.75
-9.55,-0.26,2.98
-9.48,-0.74,3.28
-8.77,-0.74,3.78
-7.45,-0.55,4.35
-6.22,-0.45,5.37
